descriptor,audio_id,ratings_consistency,RSC_20Hz_band,RSC_50Hz_band,RSC_83Hz_band,RSC_120Hz_band,RSC_161Hz_band,RSC_208Hz_band,RSC_259Hz_band,RSC_318Hz_band,RSC_383Hz_band,RSC_455Hz_band,RSC_537Hz_band,RSC_628Hz_band,RSC_729Hz_band,RSC_843Hz_band,RSC_971Hz_band,RSC_1114Hz_band,RSC_1273Hz_band,RSC_1452Hz_band,RSC_1652Hz_band,RSC_1875Hz_band,RSC_2126Hz_band,RSC_2406Hz_band,RSC_2719Hz_band,RSC_3070Hz_band,RSC_3462Hz_band,RSC_3901Hz_band,RSC_4392Hz_band,RSC_4941Hz_band,RSC_5556Hz_band,RSC_6244Hz_band,RSC_7014Hz_band,RSC_7875Hz_band,RSC_8839Hz_band,RSC_9917Hz_band,RSC_11124Hz_band,RSC_12474Hz_band,RSC_13984Hz_band,RSC_15675Hz_band,RSC_17566Hz_band,RSC_19682Hz_band
hot,English,8,0.797209,-1.287298455028059,-1.5329640818066959,-1.5065393849267092,-1.396973938464201,-1.2711989128944425,-1.0178666691600544,-0.5287290070088837,0.16557358394555965,0.7544001753754086,1.0739920359101394,1.2822107254240411,1.4420600618966608,1.5686854806911437,1.6539996970983781,1.6485038058321697,1.5396735895749836,1.5803471123103943,1.577686577264061,1.2056754706021262,0.6767587910924957,0.2528211232802435,0.07516707774497841,-0.03310109922334817,-0.08911504670977308,-0.1365393000994961,-0.14356593912698262,-0.08429928743358363,-0.05102776676108934,-0.03859115288560351,-0.08974995193389214,-0.1922442947227218,-0.34500620431659407,-0.529255496814794,-0.7249892662082197,-0.8647406029177945,-0.9165421808075063,-0.8395575771596734,-0.8236119930372738,-0.9809584059667169,-1.0730892926286768
wet,English,8,0.481343,-0.9765962967214845,-0.7818208387293414,-0.5606404442903039,-0.6097029469531607,-0.7910370364160523,-1.0247633377231211,-1.1198302294575524,-1.073671207829437,-0.8475012394642626,-0.6203039813305421,-0.5214398543336047,-0.5497144312306858,-0.6776794080758739,-0.8648792433553871,-0.8739154580898254,-0.8265185995072842,-0.8429773015627983,-0.8072080045277339,-0.6252236957063722,-0.3256865226401596,-0.08725938149854065,-0.23104896139199266,-0.48592671350513633,-0.6201239964499385,-0.5712057146279294,-0.21148218033263697,0.22882784380324186,0.49855738976624336,0.6710967886188846,0.9093572381936669,1.1060225098597387,1.1389291734139952,1.1152069176135504,1.1717330335750331,1.3888081186141032,1.8505706783505345,2.2459943547034227,2.11385194508472,1.73173614024149,1.357464893912528
slow,English,8,0.330263,1.617948627231826,1.2876416918799476,0.8662508495693386,0.5230846834462876,0.2031523410926575,-0.12099578528521432,-0.45370865215939155,-0.980091263572604,-1.7362891598831778,-2.2655645925313155,-2.215355415979916,-1.8451287444808115,-1.4545109490525996,-1.1508160930253708,-1.038523507452074,-0.9482454509541446,-0.8293232866206248,-0.7399484014630903,-0.552235796000726,-0.26768787222587376,-0.017264452274598076,0.16346391615916564,0.27874291145855945,0.4418153346190906,0.5767508866369085,0.5719324366059226,0.42863543689613187,0.37469399542771253,0.46281221842989256,0.6582797330551118,0.8392359136946433,1.0282858145163911,1.1978199647379089,1.2494477978638119,1.1628381372252676,0.9387578750244057,0.7629910287462103,0.6084509074487748,0.3352007886101801,0.037456132585386596
saucy,English,7,0.188054,-0.7550321710150747,-0.7150072903354507,-0.6581191051348421,-0.5762663708705565,-0.3991071158930019,-0.1297141211356571,0.23870277103237264,0.761453793533128,1.0756472502626995,1.0319687676349678,0.8761110525094369,0.7235368724017611,0.6244537015654792,0.6114386458673374,0.5796922338372495,0.5223153344189033,0.6896429155746449,1.1047961775003239,1.3751740154054035,1.382113126729926,1.3158873113548695,1.5147139936312601,1.5465495826070914,1.029137760340901,0.5091106514224445,0.1455461045076636,-0.16642198286418394,-0.41507730262502224,-0.6079684766886834,-0.8937258175048378,-1.1935433156122341,-1.5020599098873273,-1.7417608064380927,-1.8552486188737383,-1.7726641606715199,-1.4642420755980083,-1.1100529862004846,-0.853510653953933,-0.609115235719787,-0.2393545451154275
heavy,English,7,0.527054,2.0206472835930316,2.129180183670476,2.2400834811786514,2.1019606400833792,1.881925413536112,1.5984713869476066,1.30535871412169,1.0870606497295425,0.7616673654216071,0.4029171662393184,0.006230779608636163,-0.41050412056671676,-0.6968229535236707,-0.7821669203782838,-0.7779552371820212,-0.6558064842104131,-0.47267811370349727,-0.173201716822902,0.17003889902820715,0.2547687982993037,0.14628190058741666,-0.05983978465841825,-0.4504220093634632,-0.9110339092911354,-1.1287094679581908,-0.9128978370971105,-0.49625011137060343,-0.27874475077946975,-0.25892437293140097,-0.3315491888924127,-0.4469446557914057,-0.5866352292953507,-0.6871252310891031,-0.6931945736923438,-0.561869220515779,-0.5825842038219106,-0.7255414442738963,-0.7525431779476487,-0.9350387844271877,-1.337609162460645
shrill,English,7,0.604894,-0.579452617402014,-0.9333401873025585,-1.0623792488682025,-1.0541602041303797,-1.0385102050942663,-1.000599132755818,-0.8962287805138769,-0.7003379401517372,-0.44524652533173775,-0.1985418762470235,0.03519534656241237,0.24778818711211284,0.5541536081064266,1.0018980644496234,1.4360209696485986,1.486268471155427,1.4808560650005127,1.470164359360765,1.298192241187645,1.0975252383909997,1.041967058432892,1.129177468625938,1.2210000627282653,1.2034138316144445,1.113891428349262,0.9671840995609551,0.73914080267584,0.49413966564372885,0.24687976540786086,-0.042772197268503995,-0.3299119801575061,-0.6517717313413757,-0.9472569463731068,-1.2166661199514353,-1.4223251763152247,-1.4316486795773509,-1.2914491089745503,-1.1184888028646687,-1.0195144874910163,-0.8842547859013548
warm,English,8,0.462974,-0.3304573589718397,-0.3715415861180792,-0.533218644479615,-0.6965512473040798,-0.8175663927306818,-0.8180760972791848,-0.8063497052433531,-1.0490176658797072,-1.3108390240613774,-1.3519799399873047,-1.277664739870905,-1.2351922038242218,-1.2095361161231803,-1.1481925095315382,-1.0543728150067395,-0.9523396042112351,-0.8124961945677739,-0.6029979179662713,-0.32177139565679497,0.005183570128820565,0.4343304891151398,0.8724387605679297,1.2317304980233679,1.6177434737795733,1.8308316288553306,1.7898685342030132,1.5267525187675721,1.2468764103190357,1.0916367611031914,1.0115831031586333,1.0149117220766692,1.0942211019783101,1.1431867898957404,1.0654935217800505,0.6634224249361953,0.09767031327107029,-0.3150183738918133,-0.45556618040323205,-0.3088751905913119,0.04173928174059693
chill,English,8,0.338081,0.8867455972646281,0.8494116866055463,1.115524784310705,1.50394480461793,1.5154979542917224,1.1374008769348136,0.9051347876005712,1.0698471615392366,1.3485679631253962,1.421708600674403,1.346146271267687,1.195871231917517,1.0070807539286273,0.8080702551417911,0.5763376515669958,0.32775544857698863,0.10353625949570125,-0.23282795378294266,-0.614712466895141,-0.9157229473680494,-1.1341626130885547,-1.3100999704909315,-1.459958196910102,-1.5269040263962264,-1.5212612506565457,-1.5066305938084807,-1.3434977811378237,-1.1213750853956754,-0.9761467117953497,-0.9180015694124664,-0.8981726932325576,-0.8333791694542019,-0.6090172375392306,-0.34771627058090504,-0.1750639246844549,-0.00911720096613905,0.08771370300466001,0.09431642806191609,0.10417422179433909,0.04898122187460053
sharp,English,8,0.589511,-1.1295929984692175,-1.4404291738930861,-1.738627995605435,-1.803305502963171,-1.6973916196258136,-1.4764082441093977,-1.1853168616409908,-0.9369005512434677,-0.6029975831285849,-0.2672505914745354,0.057512040070457196,0.32880298830218924,0.4515291770043851,0.3700911818028858,0.31862489930026877,0.37911478560527273,0.5527686534957035,0.6303577481596175,0.5915860912780245,0.6048016996963771,0.7552902524145088,0.9581807667592197,1.129493908387239,1.3021872465374829,1.4860394350463013,1.6136955059703755,1.5425303712791536,1.289438715001578,0.9868410556295607,0.7253726980753092,0.6009617144033111,0.4827628776884415,0.2868847351722759,-0.0012237432556551555,-0.36490082149553266,-0.6385822720169921,-0.7914721040337566,-0.9717396272959115,-1.195947259445034,-1.2027815973833562
corn,English,8,0.008663,2.1371126535997216,1.8211652383518633,1.1728117985578572,0.6630524612543336,0.3062184655282493,-0.09691720405440082,-0.4908619945933745,-0.8450822501259257,-1.151675878950566,-1.4087855766741706,-1.4758037970709552,-1.1295378367532367,-0.7259395322254202,-0.5418880686983133,-0.5982213080832822,-0.7117398060082185,-0.7144274419912447,-0.6194474481474745,-0.3907211745429737,-0.2385992996816048,-0.3143161485116851,-0.49432684379517494,-0.649637006980267,-0.7617667152496178,-0.792277298602252,-0.7186543136963701,-0.5079925827804413,-0.4279522554872011,-0.4960330578099566,-0.41193754140095346,-0.050799750958465124,0.5793242028080111,1.3462022392893993,1.8768544972141297,1.9888120483996568,1.7727846940328396,1.4351057870881758,1.0796927169630002,0.5882236257322834,-0.0020182959459719946
warm,English,8,0.806225,1.9701525217517495,2.063643882976158,2.1096215031172827,2.0190630886253356,1.8335571531272534,1.5405025703436457,1.2537910386852604,1.124354285337375,0.9121204679212922,0.4799170362033015,-0.17676768336628335,-0.7665481006084572,-0.9822884117425815,-0.8764766034472634,-0.8714837148909533,-0.9865919838879997,-1.0953732685691253,-1.0060183246829977,-0.6653072707699701,-0.3864144790135681,-0.2823194761612249,-0.23648025284502341,-0.18285213527830987,-0.09432834455845615,0.11566499326724095,0.429528178399535,0.44320781941462645,0.2255928159181241,-0.06147435852460424,-0.4354099027145549,-0.8661044535730853,-1.0935069219305404,-1.0488729222449595,-0.8384336166990671,-0.6501905540656232,-0.5673330944619641,-0.6661827535827004,-0.7608213581668304,-0.6223403053192601,-0.30079706398277506
soft,English,8,0.758357,-0.24500274755818435,-0.26638484494336656,-0.24744930666646506,-0.30977760611390254,-0.47829025944986203,-0.7492692868218238,-1.0530925521731787,-1.2998131120372896,-1.4693818480323801,-1.5386746084060365,-1.497681192537013,-1.4232683939128592,-1.3991839045565515,-1.3305776465223802,-1.1009596057269355,-0.8343252615924068,-0.7442697210148311,-0.700686836921189,-0.628016451327667,-0.5302782179374375,-0.3013671395750496,-0.030429368693514258,0.2046238553606123,0.4285683185944021,0.6502358268769142,0.8806682820848439,1.058115107085693,1.1163384678051755,1.0279440211986866,0.9723639146576503,1.0029100371527104,1.1228877481675592,1.2331910284943373,1.2565850173351203,1.2717024734554518,1.292854236661053,1.2257917266804885,1.1479681499385659,1.150129827368726,1.135301873602333
apple,English,8,0.207053,0.8472142639958963,0.9088767093899064,0.8356306408820026,0.7490590256968761,0.7239681755348419,0.7745686575666405,0.8952390417969714,1.068215232469259,1.2368778533429454,1.3638251193483686,1.4057403502418584,1.3484219954020082,1.2159688909370479,1.075989370151316,0.92208695863751,0.7455376597310625,0.6271112198414129,0.5669850697907848,0.5188917730823123,0.37782990433413993,0.05748794787407255,-0.36207864011529217,-0.7690175899445564,-1.1503492664613384,-1.4266039585548205,-1.5440044636335124,-1.4591635217355645,-1.3525731603220734,-1.2601068282028896,-1.1625658466429731,-1.1436838311425872,-1.173769087982211,-1.1895290999516,-1.189001442788392,-1.1761395518841826,-1.0505527776867862,-0.6129613417258996,-0.17598900049711044,-0.04169055312297709,-0.025745897652465672
deep,English,9,0.735424,2.30200381200266,2.3998938890839656,2.317089129098195,2.0669303974645676,1.779200601712248,1.4272144077445805,1.0008654134582242,0.5677247581367282,0.08217028963511046,-0.26821484637466,-0.5514189127534517,-0.800698827848699,-0.9563880694989975,-0.9583407893817527,-0.7765951715238529,-0.4764409585536798,-0.23314405802204458,0.02697575849501563,0.2891703894058597,0.38568504174707174,0.40097524015022296,0.4830530039140602,0.4007318626408713,0.08274778564279839,-0.22709179263969562,-0.38775656880966664,-0.4933316993222722,-0.6060052246112799,-0.7292317725917885,-0.8466861431952343,-0.950569122259672,-1.0121355535871108,-0.9601668165140803,-0.8372757997147091,-0.75757790029476,-0.7481706315284802,-0.6907865466793146,-0.5916609493890532,-0.5701294880066807,-0.5826141372312436
scary,English,8,0.505536,0.56146466884396,1.006575293569825,1.254353734427789,1.3799565261874018,1.5477462651429892,1.8087594086580938,2.0458881036630836,1.9441514897276704,1.4965774738137108,1.0358262553065767,0.6996768435204882,0.4781599230534845,0.30788487120299074,0.1448606582612147,-0.030580350951755896,-0.17109044202926166,-0.30194142303930677,-0.514193629530645,-0.7549195122233711,-0.8775726302010156,-0.8738522192945832,-0.9702186934065011,-1.0427027237739213,-1.0695265367946782,-1.1463827710498473,-1.3743584256306578,-1.5869754026485714,-1.5076172337961435,-1.2368105485608367,-0.96429034338426,-0.7415719606526342,-0.5746411112551252,-0.4338857686706149,-0.2790796346632037,-0.07496491452796931,0.09505169325061828,0.1853300003977446,0.22567440397026076,0.20370868141323759,0.10552998167376497
warm,English,7,0.019619,-0.5805117263472851,-0.3481929688007734,-0.5639010953426942,-0.7385460478649244,-0.746963636410589,-0.6614720332842591,-0.46774887619625866,-0.24725427340873643,-0.10186650071797741,-0.13700157495692303,-0.2038989324539321,-0.2748254275187972,-0.2758265426856198,-0.22423749882165123,-0.1058762771952277,0.27308374724088136,0.8759123184609244,1.4571866272930545,1.861598306893076,2.0492439865383867,1.9331080074974816,1.5405336415356181,1.2396428533135395,1.0626572576421436,1.0179001222636517,1.0752939366987149,1.0326576303698345,0.7281000945447546,0.3195694269447866,-0.10336545010667103,-0.4008935869651117,-0.5132156138840519,-0.5318260372308097,-0.6816606203961505,-1.0012139833804168,-1.2843126578739068,-1.3152771385508388,-1.438711499733971,-1.763251041271298,-1.7546369158379767
oxygen,English,8,0.483047,1.1086125371796534,1.5045457940923426,1.8291101536252727,1.936546696902111,1.9125998239787139,1.8354756488917068,1.6603078642033557,1.2699603753004474,0.7219417918306256,0.19864359221255867,-0.17586936196337136,-0.41364524581305584,-0.6088785049471133,-0.7899415689626119,-0.9046100325620139,-0.9609107434207603,-1.1645791071784373,-1.4552287484761754,-1.4584330046560103,-1.1585870188197038,-0.8225683666651161,-0.5818384255086163,-0.28282165643255064,0.01735503406927846,0.197488331743741,0.12020917988037622,-0.2573528429268792,-0.6196551947802597,-0.8722083869815153,-0.9382570893734254,-0.965948209141016,-0.9288835378349924,-0.7247421714129471,-0.41143776908512003,-0.14725345737667514,0.011978307954744062,0.15473958142014155,0.3846725799722895,0.7093554636467332,1.0701076874142748
tinny,English,8,0.809942,-2.047869356171444,-2.1307469743597838,-2.3109417001442356,-2.386218226861747,-2.2736067160205846,-1.8283925812998298,-1.2037701826252407,-0.7688125741545719,-0.3738823289360308,-0.014518107056797722,0.34058063983081105,0.6482099734050382,0.8203132224578725,0.7363115640712378,0.48962641798210765,0.27303231700692554,0.2889553256791709,0.4540614156147432,0.6050557420002869,0.7171610087173244,0.6858422273599987,0.5926623688762076,0.4783302091885892,0.41990958192616246,0.4082289970600275,0.41543291363664875,0.4591476439438372,0.4821742663711305,0.6999807499880379,0.9628998741539068,1.0629604327969846,0.9238633935475631,0.6000967132553875,0.27050502028150764,0.09898112151016095,0.10553207962148249,0.22102652253026372,0.31626920216567506,0.36292551925147903,0.3986822833997001
loud,English,7,0.361982,0.8667563436322483,1.178483571554142,1.6189820110662336,1.9076213553958892,1.9543258391300746,1.8390601752863724,1.640837954833463,1.4615063114821931,1.138500674454681,0.7294251270843424,0.37671342893124465,0.14306118458509273,0.015591635891592731,-0.05034341834931254,-0.0832302355380733,-0.0690476750724969,-0.03850522042362558,-0.0005167597132019355,0.03505050003175132,-0.01770418685295428,-0.24276245594682017,-0.5199888813232337,-0.6989168669756111,-0.873473709320873,-1.1112458245957335,-1.4366774577484611,-1.4757215501261973,-1.4064070274380864,-1.3955157254800785,-1.3115199457374087,-1.2565328034292118,-1.2019111371287687,-1.0729340801122695,-0.7719205961806695,-0.23241844861511668,0.07036662806126195,0.0701903073805312,0.09872932482113826,0.12111811193775461,0.0009735205481976786
flat,English,8,0.39962,-1.2642526531618528,-1.346188772770805,-1.6624599715873472,-1.7991998596083978,-1.7226862769075912,-1.6296923451429424,-1.5709944741623094,-1.5317045531759976,-1.392850840587753,-1.1594409280819364,-0.7984546442719873,-0.35301313624019415,0.08450079908729978,0.3827106121523252,0.628479515191935,0.8906328652045332,1.141712877176397,1.374404184224369,1.3599905075957097,1.0735365695036163,0.8231563692634569,0.7732625905969328,0.7734314952111897,0.7553051244067326,0.6564952663529555,0.28961971375629114,-0.16012047185732425,-0.3555369744330483,-0.31862006198882975,-0.1711426133267846,0.06595053631360541,0.2619626264320409,0.33938166142237397,0.3729421722487046,0.37977242975188824,0.5885360527650675,0.9108443080822246,1.0053280056856806,1.0722543020546185,1.2321479928251537
jarring,English,8,0.652483,-0.06228985987571902,-0.27525874080784957,-0.4110603484800251,-0.5038996489742277,-0.5063179109915943,-0.3834409853204303,-0.12779292599711503,0.30897742477213214,0.8318834789288201,1.0537144882570733,1.0044330463892555,0.8373216491804132,0.7001507555020269,0.7015517361943497,0.8330599023013361,1.1193885672268717,1.4433795953175141,1.5556233510754256,1.4215116786538793,1.1694089840586706,0.9180731597640374,0.7222140946589303,0.6859520013243987,0.8024826647527554,0.8275848771849929,0.6320270657163594,0.08786556589946695,-0.35072156714862723,-0.5247443676441905,-0.6882513484751012,-0.8821651276571992,-1.1204369565634296,-1.3149831652337636,-1.4486209252759659,-1.4902627706941902,-1.6922716320870395,-1.9159166003743817,-1.7601331405336815,-1.293313782753631,-0.9047222822705441
warm,English,8,0.636833,1.4835448125653026,1.4120844144279627,1.3111929796832744,1.1179077315331625,1.0253594434860698,1.0363134652016517,1.0189214884009938,0.7859024006519371,0.13690142259307303,-0.5030397366968828,-0.8767694246690085,-1.0392313224108747,-1.1458845158782214,-1.263578659195744,-1.3427870622225218,-1.3607123203944709,-1.4361880122010469,-1.5202686494375814,-1.5180337186951105,-1.4754616940347505,-1.4312436663604968,-1.3406045321011246,-0.8199262744440451,-0.09720044443384074,0.16397177864781182,0.08146256859507306,-0.17938425018043053,-0.26559719047239144,-0.10702629739388897,0.18811846059755033,0.38810722776272344,0.5134539095983236,0.6239525542783886,0.7417773926055329,0.8770895574793456,1.0582780356833612,1.0768034765478374,0.9407959323471241,0.8955055136152549,0.8454932049206781
prickly,English,9,0.449708,-0.9926329056657774,-1.5028414503805316,-1.833666628970751,-1.8774068438885476,-1.8286724010111517,-1.7863236904153863,-1.6990070096276528,-1.5012681115075446,-1.187210945864124,-0.8596140143247842,-0.5544876947571691,-0.3016322248973027,-0.10458837426935809,0.05429037625323426,0.18317654979087,0.25898838322211154,0.3237425760458225,0.4693694336307658,0.6340036826154047,0.7963425262049298,0.9953164883559645,1.1934755463693631,1.4105888990734912,1.5105593235677364,1.5306489870602789,1.307285901367315,0.8502380564333235,0.6030887371912578,0.5159450003081304,0.4165352653694212,0.38032179983295034,0.4506527121119972,0.5558542574367803,0.6227001983044085,0.6415947779184776,0.5436844672154153,0.25008438551066764,-0.046860067288177855,-0.19184506195446416,-0.2304309063673977
crunchy,English,7,0.483491,-0.198678505759773,0.1221191055613726,0.3034587685623639,0.3957229746286053,0.46780820268996703,0.5620473529336523,0.6481195717157264,0.6515301336707799,0.5670232721086099,0.4706729479294709,0.3912749066654252,0.2533304840246838,0.09365248269186753,0.02487973019603674,0.1595352570980648,0.44311905819729513,0.745262442004523,0.9272988225479294,1.0284574804209339,1.1183161691368637,1.2703222099192668,1.3626416262479675,1.3506953741032202,1.2593568214261737,1.0300126147002222,0.6735992776454587,0.29913218261470736,-0.014294512386980924,-0.39096874317834224,-0.7472895935637384,-0.9541499846654524,-1.0854109736349191,-1.1905173089008418,-1.36416999279238,-1.6037280886513272,-1.809727623007648,-1.8929999775939876,-1.7921580895767923,-1.8397772309524967,-1.7355186447765083
excitement,English,8,0.281644,-0.38596584677219453,-0.276687570952398,0.08237878521988301,0.361855630984636,0.5540822558300678,0.8267920741227031,1.3106775366284293,1.9497680184765283,2.2447530427808196,2.09749474028295,1.7881206749030951,1.3908586412973578,0.9284029322189115,0.5659902461823303,0.4680676881323146,0.4414469819902439,0.40583073618008064,0.3293537429414683,0.2996140413670475,0.2755419850909429,-0.043838934915999446,-0.6835689332714526,-1.33480130463904,-1.5983806900095943,-1.5733441937135,-1.4284294396877626,-1.092594345259485,-0.7129553573007631,-0.4394446225106185,-0.32052658791957267,-0.282253278914539,-0.2548044644822222,-0.2754596993195637,-0.35889859369096616,-0.5160094106021611,-0.7113717603891464,-0.9038516695415633,-1.0074732585509965,-1.0470254493071578,-1.0733443428791127
cold,English,8,0.56672,-2.0340952355999,-2.054271814605244,-2.0501600726420506,-1.9718592309672802,-1.8805125541965793,-1.7748366146226418,-1.5884985210969633,-1.3238552309059406,-0.9294190444380527,-0.4779908405047873,0.0018367091350691136,0.4254802125856673,0.7104461694499492,0.7366949494276801,0.7433152753700671,0.6999047526523794,0.5738917179757124,0.41779399307451837,0.336596001808164,0.3623117330909914,0.3935070054769463,0.3138260899686476,0.2064455727302077,0.15695659436884746,0.1311163666581533,0.09620493926633789,0.10105381147923745,0.19844037312144255,0.3958383450622826,0.6655669157124208,0.9847231672786101,1.146000944163389,0.9964360667453426,0.7336476229691241,0.46651853459685283,0.5517242015011873,0.8832088805895294,0.863160134604477,0.8177212582229743,0.9751308204932319
cool,English,8,0.176625,1.4772002429028188,1.4371336950216969,1.4685457049653519,1.525002242831537,1.6126991529576578,1.6975398184349941,1.752944917858031,1.728273493525915,1.576642420925217,1.3126253048742047,0.9442702832808751,0.5680732529668696,0.22639262190561227,-0.05793917612208395,-0.3108552709629353,-0.49843213850493556,-0.669704179137813,-0.8465854005873454,-0.9102145228960272,-0.9664744990970091,-1.1664132385337436,-1.3115452394815388,-1.2385640284648511,-1.1233855391878418,-1.0246568251041186,-0.8706453063205187,-0.6857641566121653,-0.5836283186687719,-0.5400511015701784,-0.5223857060156805,-0.5339774948273426,-0.5472521860839411,-0.5410769336494943,-0.5172640080429305,-0.5192082134386641,-0.5133907097787466,-0.3950234392102772,-0.25263742880097634,-0.13011240131422325,-0.0501556900366265
relaxing,English,8,0.667283,2.1266193304718013,1.972813586531652,2.0768402639651375,2.0296140992796294,1.828261576757397,1.529357680855986,1.1067215318096364,0.5740965022073568,0.03651911397288441,-0.3691469134573474,-0.7633063512767209,-1.2141851515624789,-1.5917512180235045,-1.7300697725831897,-1.5724055922497076,-1.2833991384401975,-1.1127997945922714,-0.8316378224518242,-0.28398166635905003,0.018265934751758684,0.07017321903550101,-0.021844883929115457,-0.10796943949832483,-0.09021194193564658,0.0999984081710245,0.41799237084564217,0.49722314717796023,0.3228452868346583,0.05663085015439604,-0.2076022294603045,-0.3751324750345653,-0.36205918654489766,-0.23717268163742605,-0.1450721763434697,-0.2711090143529362,-0.5773618195268029,-0.5848688398409667,-0.35570026052411546,-0.2873843103620947,-0.38780022283546384
